  0.000000000000000e+000   1.00000000000000      -1.171383700326143e-016  4.586282392221071e-017  9.223857923354309e-019  4.256263160789967e-003  0.000000000000000e+000
   2.01990885473936        1.03508866913445      -3.503680633774304e-005 -2.727235355838062e-005 -1.919992933556936e-005  9.380919058106091e-005  3.801014329843905e-003
   4.01158087438183        1.28057324561918      -1.734250870402686e-005 -1.277897073960026e-005 -3.615067288333412e-005  1.130236945370370e-004  4.158960170575102e-003
   6.05371891704486        1.55125819088558       2.287022581504383e-005  9.633964368994626e-006 -1.142420346653840e-005  1.192548200648358e-004  4.191910372979940e-003
   8.03718126449386        1.80151291719771      -5.501329684512036e-006 -3.970533875987861e-006  1.190520897712775e-005  1.184677633488917e-004  4.206168050204463e-003
   10.0190947870305        2.02987472730161      -2.617882120970011e-006 -9.053852282113063e-006  3.192266767646355e-005  1.163691361913635e-004  4.212439176451263e-003
   12.0540584104674        2.25041317870816       1.990985647208381e-005  8.140073924248410e-008  7.337159042737194e-005  1.136241924471507e-004  4.235190502965497e-003
   14.0540766952968        2.44297094561694      -1.207921549179233e-005 -1.501297151113772e-005  1.452863858460481e-004  1.137431243342351e-004  4.253579842326580e-003
   16.0088796460281        2.61756872800459       5.575857463147063e-007 -2.660054870795655e-005  1.245533878413907e-004  1.114775968159577e-004  4.269301472296967e-003
   18.0512312656265        2.77968818893518      -2.717117485458797e-005 -4.089418720660884e-005  6.751740783416063e-005  1.097464073740471e-004  4.275938093873320e-003
   20.0192584511136        2.91844986772610      -4.904627390438747e-005 -1.225861703968335e-006  1.201107516644360e-004  1.076556345370431e-004  4.273645812662571e-003
   22.0093474713526        3.02216752041783      -5.622508161253351e-006 -1.245426252016312e-005  1.164110711731905e-004  1.046880861384767e-004  4.271838619464789e-003
   24.0428676908348        3.10985771912742       4.544744054853663e-005 -6.002045297799151e-005  1.027854707365239e-004  1.040526342680911e-004  4.265360523216266e-003
   26.0508905506461        3.21357892424246       2.544894220182917e-005  4.106532930198985e-005  5.175986581869662e-005  1.023270054364338e-004  4.251946530451509e-003
   28.0007870589756        3.29047265545484       3.175683276186051e-005  4.334322921645514e-005  2.118349139755187e-005  1.036934827887619e-004  4.259307809972463e-003
   30.0314673027280        3.36203367421537       4.121898259979191e-005 -1.433757588125658e-005 -4.312930701953118e-006  1.041549364010108e-004  4.271878779824510e-003
   32.0151273988870        3.42572978432824       6.582931322784580e-005  4.348336193753371e-005 -8.975890006098946e-005  1.029754122573806e-004  4.278559454188209e-003
   34.0566879671527        3.47942423608423       1.361163550017243e-004  2.018227053699678e-005 -1.051371250878876e-004  1.007810277952103e-004  4.256253123311997e-003
   36.0500503796673        3.53319664360269       1.565089364878228e-004 -2.617447255939769e-005 -5.099975965651441e-005  9.860129217284568e-005  4.280073342487090e-003
   38.0492341859782        3.55706370758153       1.400530130115675e-004 -1.258156406091138e-005  4.628089124093900e-005  9.844059352108257e-005  4.322813888317049e-003
   40.0000000000000        3.56952026073185       9.325165581580366e-005 -4.315108665041472e-005  4.786017357457164e-005  9.681563383169793e-005  4.342280382028224e-003
